review,rating
THIS IS AN INSPIRATIONAL BOOK. EVERYONE SHOULD READ IT AND GO THROUGH EVERY ONE OF THIS BOOK AND MAKE A IT A POINT IN THEIR LIFE. WELL I WOULD DEFINATELY RECOMMED IT ALL BUYERS WHO WANT TO DO BIG IN LIFE ALSO WHO WANT TO BE BIG BUSINESS MAN IN LIFE,4
"Reading Steve Jobs by Water Isaacson - I feel that the writing style of Isaacson is making the biography more impactful. I mean the incidences which happened in his life are so impactful & meaningfully described, correlated & concluded that even Jobs would not have thought about those in his life. I am bit confused don’t know whether the writing style & narration is making the things great or actually he was? ?",4
"A good biography but little biased towards describing behaviour of the great Apple Icon ! The author definitely shows his frustration between the lines about not getting access to all the information he would have needed. Nonetheless, this is the only comprehendum of all the small anecdotes we read and hear about Steve Jobs.",4
"A bit on the long side, but with insight into what made Steve and Apple (with a side track on Pixar). The biggest take-away from the book for me was the secret of 'impute'- “We may have the best product, the highest quality, the most useful software, etc. If we present them in a slipshod manner, they will be perceived as slipshod; if we present them in a creative, professional manner, we will impute the desired qualities.”",4
"Fascinating, in depth look into the life of a man that shaped history and technology as we know it. I thought the different points of view shown by the various interviews was great, especially since it was revealed that Jobs did not have editing power. The book was long but kept my interest.",4
"I pre-ordered this book and got it 2 days after the international release date, I am through with the first half of it, and I am quite impressed at how the author has managed to capture some of Jobs's turning point moments without the general monotone which is attached to biographies generally, a good read for people who want to know what made Jobs tick and what didn't.",4
"A must read I would say. The cover is great - carries the trademark Steve Jobs/Apple impressions - very simple, very minimal, very attractive. Once you are into the book, you enter the mysterious world of Steve Jobs. His journey upto launch of iPod had many mysteries and as a reader we hope to know about them all. However, somehow I kept feeling that the book stops just short of unraveling it all. You keep feeling like compilations of media reports and interviews - like a documentary.",4
"As always, Flipkart has delivered on time. You guys rock and in a country where a lot of things runs behind schedule, this aspect of your service is really fantastic. Coming to the book, i have seen the cover and read the first few pages so far and from the look of things, i am happy that i pre ordered this book.",4
"He was not perfect. He was not philanthropic. He was erratic in his demeanor. He was pricky. He was many a times rude in his opinion. He was bipolar in his judgements. You were either a genius or a bozo.He was all that you would NOT want to be and all that you would really want to be.A book that does not pass a judgement. A book that does not eulogize him. A perfect ""One more thing..."" by the best CEO the world has seen in the recent times.A must read !!",5
"What makes Steve Jobs so good? That's one Big reason why I wanted this Book! (Long before Mr. Job's death). You see I have this small magical thing called ""iPod"" which makes me go bonkers over and over again.... The sexy Android in bag wouldn't have been a reality without iPhone (I don't think Mobile Giants would have even dared to go this BIG with Touch without Apple's giant leap!) and don't even get me started over ""Mac n iPad"".",5
"Extremely happy with the product. I had a little bit of apprehension about the originality of the product but when the product arrived, there was none. The book is as original as any other original book I've ever bought. this actually clears my perception of Flipkart regarding the originality of books and I look forward to buying more on the platform. Plus there were a lot of bookmarks as well with the product which made me double happy. Kudos to Flipkart.",5
"I was looking forward to this book with Harry potter-esque excitement, before I begin this review I think I should mention that I am the kind of person who watches Steve Jobs' keynote addresses repeatedly for FUN! Me and my brother r the kind of people who find his product launches more fun than watching iron man, so I am definitely not as objective as a reviewer should be but still I will do my best.",5
The insanely great person of the earth with his inspired journey. I love the work done by Steve Jobs. He is the best entrepreneur of the globe.,5
"The biography of a man who changed the way the world thought about computers, changed them from industrial devices to an indispensable part of our lives, Walter Isaacson's account of Jobs's life is hallucinatory in parts, and illuminating in others. Having been a Steve Jobs fanboy (but not Apple's, since I'm Indian and cheap), large parts of the biography appear heard about to me.",5
One of the best i have read. The way Walter wrote about Jobs life right from his birth shows a balance.While reading the book its as if the entire story took place right in front of you. Beautifully written without taking a side.Coming to Jobs i can just say that after reading the book it gives me immense pleasure to even say i was there when he was there. The person with the most complicated emotions yet he showed the world what he can do.,5
"Received the book before the expected delivery date. Its an original book, well packed, good condition. its a motivational book and a must read for all who wants to excel in their career or want to grow as an entrepreneur.",5
The best book ever received . Though they didn't give bookmark but this is an inspiration to think to make today better than yesterday and tomorrow the best. Belief is the only thing which makes us successful. Hence its said it's not necessary to win every battle to win a war.,5
"This book doesn't need a review. Its a biography. And it shows how a great visionary and genius like Steve Jobs was only human, with all its failings. Its worth your time if you love the work Steve did, OR even if you are a computer or technology enthusiast or even if you dont support Apple. Just be open minded when you read this!",5
"If you're a fan of Jobs or are just intrigued in finding out what made the man click, this book provides a brilliant insight into his life. Every phase of his life is described in detail and this books gives a real understanding of what a complex man Jobs truly was. You feel as if you're growing with Jobs as you read through the book.",5
"For a rare and inconsistent reader like me, the book was captivating. Not just because of the hype created about Steve's health in the blogosphere and media but also because of the man himself. I for one never really liked Apple for their irrational pricing of their products, especially in India. This book has done to me what Steve had intended to do any curious reader of this book; convert that poor soul to Mac.",5
"The print and paper quality isn't bad, it's actually better than average. About the condition of the book, it's in perfect condition and the packaging was also great. Opinions on the books are subjective, but trust me, if you're a tech nerd or if you love Apple Inc, you'd love it.",5
I have bought this book and found it very impressive. It describes that how You should overcome all your problems and later become a successful person. Steve Jobs is a successful and a good person too. You will find out after reading this book. It also tells that how apple products became popular. This book is very inspirational and you will not found boring in it. It is very interesting. READ IT Great book.,5
"Excellent Biography written by Walter Isaacson, as he does always. Really, very detailed talks on Steve jobs and its life. This book is perfect partner who want to know Steve Jobs thoroughly.Must go for this book. And as usual best service provided by Flipkart on delivery.",5
Gives us the correct view of Jobs and every pat and incident of his life ...... it is not just a biography . If you idolize steve jobs ...then its a must buy...but otherwise it will be a little boring on some parts.... overall i loved this book as i'm a great steve jobs fan,5
"It is a comprehensive account of the life of Steve Jobs, indicating both his strengths and weaknesses, great achievements and setbacks. For me, inspiration to achieve excellence was attained more by reading this book than any other book, many of which are focused on the subject of inspiration! The path of obsession leads to success, obsession for perfection, not money or fame; this point has been illustrated by various life examples of Steve Jobs.",5
"just nothing to say, spellbound...amazing penning by Walter Isaacson.A real genius(iGenius) mr.Jobs. very inspiring book, after read it you can understand how a man stands apart from the common race. Hats off to the desperacy of Steve Jobs.iSalutemust read it,feel it, a vwery much worth read.good illustration and great delivery from flipkart.",5
"Was gifted by my sister through Flipkart.. Awesome read.. If you are successful - read it, if you want to be successful read it...The sheer passion for technology , design and 'Diets' is an interesting read...",5
I took longer than usual to read this book. I sometimes reread certain parts. It was absolutely mesmerizing to know the creative genius behind the world's most elegantly designed electronics. The author has structured the book in such a way that the reader experiences a flow. His cancer days and the way he fought it is truly inspirational. A wonderful read altogether!,5
This book is truly awesome and I suggest anyone who is fond of technology should read it because it not only tells about a true legend but also how the computers got developed from the mid 70s.You will know how our modern world of technology has been created and its a great honor to know about an astonishing personality who changed the future forever.Thank You Steve for everything...Thank You Walter for making Steve much closer to us...,5
"This book gives an insight about Steve Jobs life. The book is simply an awesome read. Its very well written and talks about the bright as well as dark aspects of Steve's life. Sometimes the book becomes repetitive but still worth buying. In Steve's words , the book is insanely great.",5
Wonderful Read!! A great masterpiece.. I have become a great fan of Walter Isaacson.. My dad also liked the book.. Its a great learning as well! !And Thanks to Flipkart for the best service as always! !,5
"The book awes you right from the moment you look at the hard cover emblazoned with the penetrating look of Jobs right to every word  and sentence woven up by Walter Isaacson ,one hell of a book reading experience so far the eloquence and the mix of reality with the literary awesomeness of the writer replete with quotes and sayings right from Shakespeare to Jobs' contemporaries makes it a must buy,barely been through 17% of the book and just can't let it go...Must read for all apple fans:)",5
"I know some C, wanna learn JAVA, need to be very clear about the OOP's part. All those terms and Jargon will be made clear, and wonder what you can explain others :) :)  you will grow in such a way. Worth a buying",5
"Its a classic read.Language is simple and you don't have to be an avid reader to understand the nip-tucks. I will suggest you all to watch this movie ""Pirates of Silicon Valley"". Excellent movie and you can relate more with this biography then. Gives a lucid peep into lives of Steve Jobs,Bill Gates,Steve Ballmer,Steve Wozniack and war between these giants.",5
"Amazing feeling when i have this book in my hands! As everyone said, the book's cover itself is more graceful and appealing. The narration needs to be appreciated, life history of Jobs expressed lucidly. Not everyone we admire but steve jobs is an exception, he is such respectable innovator of the modern era. To know more about him is a roller coaster ride for anyone. So far i completed Chapter 12 [The Design: Real artists simplify]. I'm travelling deep into this book.",5
"Great experience with Flipkart service and also for reading this book. Very interesting book to read. One should get the insight out of Steve's life. His experiences,work,ideas, situations etc are all very interesting to read out.",5
"A Peek into a Genius's Mind! Read slowly and you will understand the depth of his passion for Perfection!What makes Steve Jobs so good? That's one Big reason why I wanted this Book! (Long before Mr. Job's death). You see I have this small magical thing called ""iPod"" which makes me go bonkers over and over again.... The sexy Android in bag wouldn't have been a reality without iPhone (I don't think Mobile Giants would have even dared to go this BIG with Touch without Apple's giant leap!)",5
"Excellent book ! Sensitively written with alternate chapters on his work and personal life. Lots of information as Jobs had given him a lot of access . I met Isaacson at an event around the book, organized by the Aspen institute. He graciously autographed a copy of the book, and spoke about how the ""intuitive"" approach t using a computer was influenced by Steve Jobs time in India, and experience of eastern philosophies",5
Great inspirational book. Describes Steve's life tragedy in every detail. Really value for money product. I also get a free cool bookmark with every book purchase from Flipkart!,5
Firstly the overall packaging is great and really easy to open. And the delivery is very fast and on right time which is a great thing and inside the product is very well safe and in great state.😁,5
"best book of all time , and about the book position is absolutely amazing and good paper quality or best packaging from seller,  thank you flipkart",5
"brilliant!!! an amazing book that explores the mind of a genius in an honest, engaging and fascinating way!",5
Awesome book quality under such a low price. The pages are of good quality with beautiful colour images in the middle. Flipkart is awesome in the sense of it's rate as compared to others . Fast delivery within 2 days and the delivery man was also nice and gentle.,5
After five month after the received date I completed reading this book.It just makes you think about what makes a business great and what is the role of arts in making a product.,5
I have never read any book this awesome in my entire lifethis include all what Steve Jobs had done and his great efforts to build a great companyit is worth moneygo ahead buy it :D,5
"Jobs has always been an inspiration in my life, if you want to know every detain of his life, you are at the right stop. enjoy the vibrant and different life of the man who thought different. Steven Paul Jobs.",5
Steve Jobs is one of the best top enterpreneur one of the best book and a must read bookdelivery was good by flipkartmust read before die,5
"Very nice to read. It contains excellent examples of how a product has to be envisioned, lead to completion and most of all how to market it! Learnt a lot",5
"A good read for ambitious people; artist, designer, businessmen...You need to pick up the your thing from a mixed package of things. Steves J. was good and bad at places. Instead of measuring him if you can pick up the right things, then it was worth reading. Writing is very simple, nothing special, nothing creative.",5
"I had a hardcover version of this book shortly but didn't manage to finish it in time. So I went for the inexpensive paperback edition. Great print and paper quality, the photos from Jobs' personal archive in the middle of the book are pretty amazing as well. Just shows how the paperback edition managed to maintain its standards.Haven't finished reading yet, only 100 pages or so in, but the biopic is incredibly well written and very informative.",5
I will not give review about the content of the book cause many other users have already written so much about what's inside the book. The biography of Steve Jobs is very well written no doubt and that's the only thing you need to know. If you know who this man is and if you are a fan of his work BUY this book.One thing I would like to point out is the price of the book and many other items on flipkart keep on changing every week..,5
"People are apple fans or apple haters. I am Steve Jobs fan boy. I have been reading and watching so many things about him in past 3-4 years, that any piece of writing about him inspires me a lot. Coming to this book, its brilliantly written. Author is completely unbiased about everything he approached. Its awesome. Big book though, but totally worth it.",5
"If you are an apple fanboy or not,it is is highly recommended to read this book.An inspirational story of the founder of worlds most valuable company.",5
Must read for anyone who is in IT field. You can feel the genius of Steve Jobs. Great Book. Great Great book.,5
"This is one of the best biographies I've ever read. With good quality pages, and cover(as it was Steve Jobs's aim that-""We have to make small things just unforgettable"", applies here very well)and also every minute details of Steve Jobs's life is their in the book.",5
"A brilliant strategist and an unparalleled visionary who despite his idiosyncrasies founded the most valuable company on the planet. Steve Jobs has laid the foundation of the next bout of ""Digital Wars"" in the tech/mobile space",5
"Good Reader experience.Book mentions each n every events of a Creative man who changed the way PC should be for consumers.Book highly recommended for management students. I think no course book provides better insight to marketing, creativity, resource management! !",5
"Book Review :   Steve Jobs  by Walter Issacsson Steve Jobs written by Walter Issacsson is one of the best records of the eventful life of the worldwide phenomenon, none other than Steve Jobs. Walter Isaacson in this skillfully written biography, smartly reveals  that both the true believers and the cynics got Jobs wrong.",5
I have learned many things from this great personality . His clear vision regarding the apple products made me interesting and made my vision towards the goal clear . Coming to the Flipkart service they have done very good job .,5
"This is one of the best biographies I have read till date. Very beautifully written, has lot of insights on Steve Jobs, Apple, the IT industry. Very interesting to read.",5
Very good book not just to know about Steve Jobs but also to know about how he liked to work and the secret of his success.,5
This book is on my wish list to read.....After Flipkart good offer and delivery....Now I am fulfilling my wish...The book is very interesting....it make you read page after page...very impressively described...thank u Mr.Isaacson for such a nice biography :),5
"Hats off to flipkart for delivering it before delivery date....!About the book now, yet again Walter Issacson strikes with masterpiece. Previous books were good but this one is best. No words can express the feelings about the person the book is all about STEVE JOBS, the maestro of marketing. The book build is really good and comparatively cheap in India. I saw book abroad but it was costly.",5
quality of the book is very nice and one thing i would like to say that walter issacson is a brilliant writer.,5
Walter Isaacson did a brilliant job while try to portray the life of the genius Steve Jobs. Unknown stories from his life has been revealed for the first time to the public in a candid manner which portrays his softer side. A brilliant read and a masterpiece in writing. This book is a must have in anyone's collection.,5
"A very nicely written biography which not only tells a great story about one of the greatest innovator but also helps readers in understanding a lot about life , approch towards it and results.A MUST READ for anyone",5
"Recommended book for self believe , innovation and out of box thinking.I am not the same person after reading this book , this story of this great man is given in the most appropriate way and without supressing facts.I would definitely recommend this book for everyone...",5
The book is as good as expected and flipkart services are fast and reliable as usual its always been a great experience buying at flipkart keep it up  :D,5
Feel good knowing him so...closely through this book. Feel good about myself-makes me feel a part of the game we have all played-  ultimately it's just great to listen to your heart and the best is yet to follow you. You ain't seen nothing yet!,5
Its a MUST read for all the Steve Jobs Fans and I would go one step ahead and encourage all the Entrepreneurs and startup enthusiasts to read this precious biography.,5
"However, just wondering if a book is written about a certain way of being cool, does that way of being cool remains cool enough, after it is practically shoved down the throats of people who want to be cool, in a cool way.",5
"This man changed the way our mobiles work today..our music players are..he reimaged everything he set to start. With a extraordinary drive and passion for perfectionism, Jobs a college dropout, setout to establish the world's most valuable company. He showed me what enthusiasm,passion,drive is all about.with his extraordinary taste for detail he is likely to inspire the next few generations of entrepreneurs and hippies;P",5
"I am a huge Steve fan and I read this book right after it was launched. I bought the ebook, but I found it so mesmerising that I bought the hardcover as well. The book is very well focused on Steve and it paints the picture of the man whose life was quite extraordinary. I have read about 4-5 biographies on Jobs and can safely say this was the best. The book was ordained by Steve himself and has his own insights included as well which the others lack.",5
"I brought this this after watching the movie ""jobs"". I was eager to know about the personal life of steve jobs .And this book is a must read of engineering graduates as it surrounds up with companies like ibm, intel  ,hp.How those companies were started during the young days of jobs, what led him to start a company like apple and of course the competitions he faced in his life (both in business and personal life).really worth reading.",5
First of All thanks to FLIPKART for the super Fast delivery/..The book is well written and truly inspiring.Its a totally diffrent view of Job's life.Its simply SUPERB!,5
I have used this product and bought it from flipkart. Delivery was good. The book all around is amazing. Its nothing but good words put together in 500 pages. This is a must have on your bookshelf. Many people nowadays prefer to read Percy Jackson and all those things I don't know why. When I go to my friend and tell I've read this book and they go like are u an idiot why do u read biographies.,5
Flipkart delivery was awesome with timely delivery and very well packed. Also I refer everyone to go ahead with this book who ever looks for quality of the book.,5
One can motivate through Steven's life at greatest extent ! Simply amazing to read and impliment ! His skills innovations seriously encourage one to take him at highest peak of glory .,5
"Only after reading the book could I understand what a genius Steve Jobs was. The book has changed my whole approach towards delivery, quality, precision. Thank you Walter Isaacson for the narrative. I have already gifted this to so many friends of mine. Must read! !",5
"Steve Jobs - A man who has a vision to make the best products of world (best in the sense - best in every thing in terms of physical look, specifications, simplicity, elegant software......In my view This guy changed the world with his revolutionary vision in Electronics .",5
awesome book .. great quality .. great paper quality ...the content is also nice i'd recommend any apple or steve jobs admirer or anyone to read it ...its just awesome - i am an apple products fan and a steve's fan -,5
the whole story was honestly told. Sometimes i thought Steve Jobs was a jerk only and sometimes i found the book boring but i could never abandon reading this book. It tells you how people with talents and skills make their ways through the dark. Steve is my idol now. It'll not only tell you the story of Steve but also inspire you to do great and new. The story is really is so movie like. Walter Isaacson did full justice to the great innovator,5
A great book about a great person who revolutionized the music and mobile phone industry. The author was precise in his writting giving away every details about the ups and downs of Jobs. If your not even a fan of Steve you would love this book.,5
"Steve Jobs is one of the most inspiring business leaders of our time. His innovations forever impacted industries of personal computing, mobile phones, animation films, music and tablet computing. He had penchant for creating brilliant products/tools for people who wanted to change the world. By being an architect for much of the above life-changing innovations he made a ‘dent in the universe’ as he always wanted to.The above is what we all know.",5
"This biography is presented in very simple, truthful and humble way, portraying Steve Jobs's personality, life and career. This book instills inspiration in anyone who can connect to Jobs. Must read...",5
"By far  one of the best written biopics ever.Walter Isaacson has written a riveting story of the roller-coaster life and searingly intense personality of a creative entrepreneur whose passion for perfection and ferocious drive revolutionized six industries: personal computers, animated movies, music, phones, tablet computing, and digital publishing.",5
One of the first times i have read an entire book of this size within such a short time. Its a must know story for anyone who likes to read about inspiring leaders. The author has really done a good job in collating all the information about a wonderful personality. Bringing out both sides of the face makes the book even better.,5
"This is a story of a man who never had any direction in his life. Awfully arrogant, he first saw & recognized the genius of Wozniak. Starting his journey in his dad's garage, Jobs went on to build a company that not only executed fantastic and seminal ideas, but seamlessly integrated engineering and design to create magical products. Under his domineering leadership, Apple was able to invent superbly great consumer products, re-defining the entire user experience.",5
"This book is written by walter Isaacson ... what else you want??? Beautifully written.. Best book till date .. I.e, there are lot of books on and about steve but this one is da best .... Go for it !!Pros... You start loving the book as soon as you start reading the prologue of it..What I see like a reader is, a book should be well documented and should be articulate.. nothing should be unsubstantiated. This is perfectly that onecons -I hate the cover pic ;)",5
Pure and fantastic views on steve jobs.- Jobs idea of simplicity and sofastication.- Jobs ideas on putting up a show or launch.- Best is on last pages where he thinks 'if company left to sales people will loose its charm'.Good & bad all about Jobs - leaves you not will all answers but a fun reading.Reminds me of the character in the book 'The Fountain Head'. Art is the best I can think and there is no other form of pirated art or compromised art.,5
"As always, Flipkart delivered it on the second day I ordered the book. This is an amazing book. Kudos to the author Issacson, made  very good points about Steve without showing any kind of bias. One gets to know about Steve, Apple and everything around him in a true form. At the end of the book, you would get an answer for the question why every genius has a trait of madness with in him.",5
"i  really appreciate author handwork. the author fully describes about jobs point of view and from the employees point of view who  worked with  jobs of many things that Steve jobs had done in his life . really a great book,it shows a man individual struggle to success and the determination to change the world.last few pages were really touching after finish reading this book everybody will feel they are missing Steve jobs.",5
Absolutely brilliant book about Jobs!!! Must Read for all Entreprenuers.... nice to know about apple and its existence from start being an apple fanThanks Flipkart for good speed of delivery and good packing..Keep It up!! !,5
"bought this book along with 2 more on 10th june ..saw the flipkart's post on fb about the sale on books..60% off!!?? this was like super happy moment! !i wanted to buy this book like for a month now..but the price was 250 rs..then it was 899..was disappointed..but everything happens for good!got this book for ""360 rs only""....!",5
"I bought this book, read and learnt a lot from the life of steve jobs. thanks to flipkart for making it available a such a great price. i searched a lot for this book and finally got it here. walter issacson has done a very great job..",5
"When I saw the size of the book, I was thinking that I am going to skip pages. But the truth is, you read the history of the products which changed the world and what it is like to be the man behind it. The story of a man who marked his place in the history by being consistent in what he did. A wonderful read.",5
This is an amazing inside view into the life of one of the great businessmen of our era. Never expected to find this much enjoyment reading a biography. Isaacson has truly done a wonderful job with this book....A must read.,5
starting with the covers u will start having the apple feel. going through inside u get a very lucid description of who what when and how he bacame he is now !!! within us. very lucid story like description by the author. quality of the book and the pages and the print is too good too.,5
"Must read for all!!!!! !Excellent piece of work by Walter Isaacson. After reading this book I am planning to read other books written by Mr. Isaacson like that of Einstein,Benjamin Franklin and Kissingerto name a few. I am Pretty impressed by the writing style of Walter Isaacson which is quite unique among contemporary writers:)",5
"A flash back of Steve Job's life. He was the one who never ready to compromise the quality... a look through his life will certainly remind the readers to evaluate the quality which we are maintaining in our life.. If you wish to know everything about Job's life and Apple Inc, then you should go ahead and read it. Worth reading.. And flipcart brings this precious book in such a great discount. comes to product delivery, I got the book in 3 days.",5
Must read book of life time... if u dont know and dont read about this legend..?? then u r wasting the whole life... Wow what a book... His writing is extraordinary .... hats off to walter issacson ..... I like steve jobs before also... no one can forget his legacy... he is my role model.... but After reading this book... steve becomes god in my mind.....Must read one... plz do it soon before u die... :D,5
I got this great book on my birthday as a gift. I have read Google Story and Facebook Stories also. But this one was best and created a high respect for Apple products in my eyes. Steve Jobs was no doubt a great person in the history of tech world. This book makes me feel like Steve Jobs is my friend and while reading he is giving me lots of ideas to develop a great products for the world.,5
Very in-depth biography of a genius mind from Isaacson. Steve was a simple man but he revolutionized modern tech with astonishing devices. He brought Apple out of certain bankruptcy and made it the most valuable company in the world. Book covers his both personal life and business strategies. Very inspirational.,5
"A comprehensive account about the life of a legend.. a man who redefined computer, animation movie, music, mobile and tablet PC industries with his cutting edge products and built two of the most valuable brands of our time (Apple and Pixar) .. 'part genius, part artist, part visionary , part sadist, part fanatic' but nonetheless an extremely fascinating person.. one of the greats of the 21st(and 22nd :P) century..",5
Delivery Service of Flipkart is Great As usual.Got the book on the 3rd day after i placed the order.Its a Great Book Written by Isaacson about Steve job with a Hard cover.I Love the book.Love Online shopping at Flipkart.A great site for Ordinary People like me.,5
I always thought that Steve Jobs is a great guy who create great products.But not all of this true...well he did something great by   bring forth a revolution in technology era but he wasn't as great aas his product was.This biography explain the real picture of his life and all the struggle he made to become the world's most innovative computer man ever...its worth a read,5
"One of the best books ever, Steve Jobs by Walter Isaacson brings Steve Jobs back to life.This book is more than just a biography. It's like having Mr. Jobs sitting next to you and narrating his life story to you. It's one of the most vividly written book of all time, indeed.It is almost a 700 pages book and gives you everything you needed. It is worth buying if you want to UTILIZE your money. Money is only well-utilized if the thing bought with it is well-utilized, isn't it?",5
"This is best book I have ever read about Steve jobs . It is an inspiration to the people who have passion to think beyond,Budding businessmen. I really liked this book and will keep this book in my shelf for reference so that i can refer it for any scenario regarding decision making and business . Steve jobs really rocks.",5
"Just Started reading the book.. I cant get it outta my hand..I am amazed with the details author has put up while describing genius's life no matter if those are good times or bad times in Job's Life.Other best thing I noticed is Job's made it clear that he would not have any control over the book,contents at all which let Author put in the real Jobs for us. Motivating...!!",5
"""THE PEOPLE WHO ARE CRAZY ENOUGH TOTHINK THEY CAN CHANGE THE WORLD ARE THEONES WHO DO""A story of passionist, demon, perfectionist,artistand a man of conscience. This Biography is an apttribute to Steve Jobs. It covers the life of Jobsthrough his various Up's and Down's. A book MUSTREAD for all those who want a glimpse in the mindof Jobs.",5
Must read for all the Steve Jobs fan... the narration is very good... sometimes you feel as if you were watching the entire episode occurring in front of your eyes.I finished reading this book in 2 weeks. Thanks to flipkart for pre-booking my order and on time delivery of this awesome book. It's a master piece !,5
An amazing book and a collection for a lifetime. Shows how the entire humanity and technology could be used in seamless ways to redefine the design of some of the world's most sophisticated products and pieces.,5
"I do not even have to write a review. The book is mindblowing. Must read  for all the crazy ones out there.The book is simple, clear, to the point and all the qualities that make the book a good read are presented so lucidly by Walter. Kudos to him.",5
"this is the 1st biography which I read & it's great to read about the development of technology which drives us today. APPLE PRODUCTS & there way towards understanding the language of Human mind & what efforts have been taken to make them is just outstanding. Thank you Steve Jobs, Walter Isaacson & Flipkart for Speedy Delivery. Thank you",5
"The best biography for Steve Jobs in the market right now and the one officially acknowledged by him and his family.Not that interesting however if you are not interested in knowing about the legend that was Steve Jobs.Does this mean anything to you: 	Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",5
"This is a really really good biography of the most incredible man of recent times. Really touching parts throughout his story. At time, you pause and think, excellent piece of writing. Must read for all future entrepreneurs , geeks, Apple fans , and the layman too.",5
"I own Apple devices so I read this book. The man behind super innovation which lead to change in the way I listen to music, touch to call someone etc etc.In case some one who donot own an Apple device, it is a must to read the book and know the man behind the devices. Then you would know why people are mad about an Apple.Overall an awesome book, crisp to the point.",5
"When I heard of this book, I thought to myself, what more of Steve Job's life is unheard of. I have seen countless interviews and even a movie on him. But when I finally got to read it, I was just awestruck. In Steve's own language, the book is insanely great and boom! it made a dent in my universe.",5
This is one big hardbound book and recommended for all Steve Jobs' fans. I'm looking forward to read it. Contains nothing but the truth(bad and good) about Jobs.Also awesome packaging by flipkart so as to protect it from damages.,5
"Steve Jobs by Walter Isaacson is my most prized possession. Before reading this book, I had read a lot of articles on Steve Jobs and every article reflected some charachter of him. This book deeply discovers how, when and why of Steve Job's life. Entire portion of the book except the last few chapters (They are pretty rushed up. These chapters include the events from the year 2010-2011) are in very much detail and one can clearly picture what sort of person he was in real.",5
"it is not only a biography it is a story behind apple. today the apple brand name is synonymous with Steve.the book is a well narrative of Steve's life and work. the book holds your interest till last page is turned. in this book you will find both his personal life and professional life equally narrated. again, the book is written by such a personality who is highly acclaimed in this class.",5
"What made Steve Jobs different? What makes Apple different? This book gives us an idea of the inherent difference between Apple and all the other companies in the world. It was driven by the vision of one man, built it in such a way, that it would function as well without him. The book also is a fair insight into his traits and aspects of his behaviour (mostly unpleasant, in the earlier days). What drove him was his passion, and self taught dogmatic beliefs.",5
Still in page 123 of the book and must say I am extremely impressed. Each page is a gem and each chapter has anecdotes that have a great story-telling value. I am kind of reading it slowly because I don't want the book to get over. Walter Isaacson is very non-judgemental and has given a very objective view of Jobs. The book gives us a peek not only into Jobs' psyche but into the times he was living and lives of many other amazing personalities. It is a must read.,5
"One of the best book. It inspires very man to achieve that feels impossible for you. This book is the best example for dedication, determination and Devotion and describes that every ordinary man will have an hidden extraordinary talent himself but he has to explore on his own with a planned execution. Worth the money for spending on this book",5
"simply awesome ! its Steve centered and excellent in reading .must buy,smart brief writing ! just read it calmly and you will get to know about his life.it's a rich portrait of one of the greatest minds of our generation.",5
"Steve Jobs has binary vision. Rubbish or Genius. This book belongs to the latter category. This is a must buy for those who have even a little bit of interest in computers or design! That being said, Steve Jobs is pure Genius and Walter Isaacson make this fact known without bias. He brings out Jobs' Bipolar nature throughout the book and in the end you feel like you knew Steve Jobs, the person, not the iCon.",5
"An excellent read. We all are human being,hence we are not perfect! He has flaws. But he vercome it. He became a trend changer. A fine man. More I read more I feel awesome about the person.and the FLIPKART service is awesome. Even I bought this book in Christmas , they send it to me within 48 hours! Good Job!",5
"awesum biography must read.mind blowing job of jobs. Really steve made the brightest heaven of invention. Good book 4 youngesters who want to read a bio of a great man then it is much benifitial coz jobs was a great mind and his imegination give a new era to the world. overall it is a good deal... Buy it for u and feel the taste of ""think different""",5
"Think Different as its stated below apple product...Steve Jobs is also different CEO of company . Man works against all odd and use his own strategy to get success...At a time when societies around world are trying to build digital-age economies, Jobs stands as the ultimate icon of inventiveness and applied imagination.",5
Steve Jobs was a great man! He changed computing forever. This indeed is a great book about Steve Jobs and it has been written by Walter Isaacson.The book is nicely bound and the paper quality is great. The book is a pleasure to read and entrepreneurs surely shall get inspired by this book!It is a must read!,5
You need not be a person who is entangled in the mediocrity of the b-school admission rush or an alumni of a b school to succeed in life. What matters is the passion for your work. What an amazing read. Be a rebel..... It doesnt matter as long as you think you are doing it right. You will definitely succeed. Definitely a great tribute to a great genius.,5
"Ordered this book through flipkart and as always, I was amazed by their packing and delivery time...too good...What can I say about this book which has been written by a genius about a genius...I took the book in my hands and I thought to myself ""God knows how many months will it take me to read this heavy 650 (roughly) page book"" but boy, once you place it in your hands, you just cant help but flip a page after another.",5
"ITS A SUPERB BOOK.A MUST READ.THE BOOK'S CRISP AND UP TO THE POINT AND NOT EVEN A SINGLE BIT OF DRAGGING.WELL IT WAS A JOURNEY THROUGH STEVE JOBS LIFE WRITTEN SUPERBLY BY WALTER ISAACSON.WE GET TO KNOW A LOT ON JOBS'S CHARACTER ,HIS THRIVING FOR PERFECTION AND KIND OF STUFF.YOU EVEN GET TO KNOW HOW THE WORLD FAMOUS APPLE PRODUCTS CAME TO BE AND LAST BUT NOT THE LEAST HOW IT ALL STARTED",5
